"Pegelkennziffer","Pegelname","Datum","Wasserstand","Durchfluss","Flussgebiet"
"551208","Friedrichstadt","22.02.2011","","4,90","Nebenflüsse der Elbe"
"551208","Friedrichstadt","23.02.2011","","4,42","Nebenflüsse der Elbe"
"551208","Friedrichstadt","24.02.2011","","3,69","Nebenflüsse der Elbe"
"551208","Friedrichstadt","25.02.2011","","3,15","Nebenflüsse der Elbe"
"551208","Friedrichstadt","26.02.2011","","2,96","Nebenflüsse der Elbe"
"551208","Friedrichstadt","27.02.2011","","2,91","Nebenflüsse der Elbe"
"551208","Friedrichstadt","28.02.2011","","2,87","Nebenflüsse der Elbe"
"551208","Friedrichstadt","01.03.2011","","2,82","Nebenflüsse der Elbe"
"551208","Friedrichstadt","02.03.2011","","2,61","Nebenflüsse der Elbe"
"551208","Friedrichstadt","03.03.2011","","2,55","Nebenflüsse der Elbe"
"551208","Friedrichstadt","04.03.2011","","2,61","Nebenflüsse der Elbe"
"551208","Friedrichstadt","05.03.2011","","2,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","06.03.2011","","2,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","07.03.2011","","2,41","Nebenflüsse der Elbe"
"551208","Friedrichstadt","08.03.2011","","2,25","Nebenflüsse der Elbe"
"551208","Friedrichstadt","09.03.2011","","2,11","Nebenflüsse der Elbe"
"551208","Friedrichstadt","10.03.2011","","2,01","Nebenflüsse der Elbe"
"551208","Friedrichstadt","11.03.2011","","1,94","Nebenflüsse der Elbe"
"551208","Friedrichstadt","12.03.2011","","1,94","Nebenflüsse der Elbe"
"551208","Friedrichstadt","13.03.2011","","1,94","Nebenflüsse der Elbe"
"551208","Friedrichstadt","14.03.2011","","1,93","Nebenflüsse der Elbe"
"551208","Friedrichstadt","15.03.2011","","2,20","Nebenflüsse der Elbe"
"551208","Friedrichstadt","16.03.2011","","2,73","Nebenflüsse der Elbe"
"551208","Friedrichstadt","17.03.2011","","3,52","Nebenflüsse der Elbe"
"551208","Friedrichstadt","18.03.2011","","7,14","Nebenflüsse der Elbe"
"551208","Friedrichstadt","19.03.2011","","8,17","Nebenflüsse der Elbe"
"551208","Friedrichstadt","20.03.2011","","6,58","Nebenflüsse der Elbe"
"551208","Friedrichstadt","21.03.2011","","5,56","Nebenflüsse der Elbe"
"551208","Friedrichstadt","22.03.2011","","4,76","Nebenflüsse der Elbe"
"551208","Friedrichstadt","23.03.2011","","4,65","Nebenflüsse der Elbe"
"551208","Friedrichstadt","24.03.2011","","4,75","Nebenflüsse der Elbe"
"551208","Friedrichstadt","25.03.2011","","4,86","Nebenflüsse der Elbe"
"551208","Friedrichstadt","26.03.2011","","4,93","Nebenflüsse der Elbe"
"551208","Friedrichstadt","27.03.2011","","4,86","Nebenflüsse der Elbe"
"551208","Friedrichstadt","28.03.2011","","4,88","Nebenflüsse der Elbe"
"551208","Friedrichstadt","29.03.2011","","4,38","Nebenflüsse der Elbe"
"551208","Friedrichstadt","30.03.2011","","3,97","Nebenflüsse der Elbe"
"551208","Friedrichstadt","31.03.2011","","3,68","Nebenflüsse der Elbe"
"551208","Friedrichstadt","01.04.2011","","3,61","Nebenflüsse der Elbe"
"551208","Friedrichstadt","02.04.2011","","3,41","Nebenflüsse der Elbe"
"551208","Friedrichstadt","03.04.2011","","3,41","Nebenflüsse der Elbe"
"551208","Friedrichstadt","04.04.2011","","3,98","Nebenflüsse der Elbe"
"551208","Friedrichstadt","05.04.2011","","4,77","Nebenflüsse der Elbe"
"551208","Friedrichstadt","06.04.2011","","5,08","Nebenflüsse der Elbe"
"551208","Friedrichstadt","07.04.2011","","4,37","Nebenflüsse der Elbe"
"551208","Friedrichstadt","08.04.2011","","3,09","Nebenflüsse der Elbe"
"551208","Friedrichstadt","09.04.2011","","2,83","Nebenflüsse der Elbe"
"551208","Friedrichstadt","10.04.2011","","2,83","Nebenflüsse der Elbe"
"551208","Friedrichstadt","11.04.2011","","2,79","Nebenflüsse der Elbe"
"551208","Friedrichstadt","12.04.2011","","2,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","13.04.2011","","3,71","Nebenflüsse der Elbe"
"551208","Friedrichstadt","14.04.2011","","5,71","Nebenflüsse der Elbe"
"551208","Friedrichstadt","15.04.2011","","4,92","Nebenflüsse der Elbe"
"551208","Friedrichstadt","16.04.2011","","4,28","Nebenflüsse der Elbe"
"551208","Friedrichstadt","17.04.2011","","4,04","Nebenflüsse der Elbe"
"551208","Friedrichstadt","18.04.2011","","4,40","Nebenflüsse der Elbe"
"551208","Friedrichstadt","19.04.2011","","4,84","Nebenflüsse der Elbe"
"551208","Friedrichstadt","20.04.2011","","4,70","Nebenflüsse der Elbe"
"551208","Friedrichstadt","21.04.2011","","4,50","Nebenflüsse der Elbe"
"551208","Friedrichstadt","22.04.2011","","4,43","Nebenflüsse der Elbe"
"551208","Friedrichstadt","23.04.2011","","4,43","Nebenflüsse der Elbe"
"551208","Friedrichstadt","24.04.2011","","4,23","Nebenflüsse der Elbe"
"551208","Friedrichstadt","25.04.2011","","4,22","Nebenflüsse der Elbe"
"551208","Friedrichstadt","26.04.2011","","3,56","Nebenflüsse der Elbe"
"551208","Friedrichstadt","27.04.2011","","2,24","Nebenflüsse der Elbe"
"551208","Friedrichstadt","28.04.2011","","2,13","Nebenflüsse der Elbe"
"551208","Friedrichstadt","29.04.2011","","2,08","Nebenflüsse der Elbe"
"551208","Friedrichstadt","30.04.2011","","1,94","Nebenflüsse der Elbe"
"551208","Friedrichstadt","01.05.2011","","1,79","Nebenflüsse der Elbe"
"551208","Friedrichstadt","02.05.2011","","1,77","Nebenflüsse der Elbe"
"551208","Friedrichstadt","03.05.2011","","2,09","Nebenflüsse der Elbe"
"551208","Friedrichstadt","04.05.2011","","2,09","Nebenflüsse der Elbe"
"551208","Friedrichstadt","05.05.2011","","2,01","Nebenflüsse der Elbe"
"551208","Friedrichstadt","06.05.2011","","1,64","Nebenflüsse der Elbe"
"551208","Friedrichstadt","07.05.2011","","1,60","Nebenflüsse der Elbe"
"551208","Friedrichstadt","08.05.2011","","1,60","Nebenflüsse der Elbe"
"551208","Friedrichstadt","09.05.2011","","1,58","Nebenflüsse der Elbe"
"551208","Friedrichstadt","10.05.2011","","1,44","Nebenflüsse der Elbe"
"551208","Friedrichstadt","11.05.2011","","1,44","Nebenflüsse der Elbe"
"551208","Friedrichstadt","12.05.2011","","1,57","Nebenflüsse der Elbe"
"551208","Friedrichstadt","13.05.2011","","1,62","Nebenflüsse der Elbe"
"551208","Friedrichstadt","14.05.2011","","1,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","15.05.2011","","1,82","Nebenflüsse der Elbe"
"551208","Friedrichstadt","16.05.2011","","1,71","Nebenflüsse der Elbe"
"551208","Friedrichstadt","17.05.2011","","1,22","Nebenflüsse der Elbe"
"551208","Friedrichstadt","18.05.2011","","0,86","Nebenflüsse der Elbe"
"551208","Friedrichstadt","19.05.2011","","0,85","Nebenflüsse der Elbe"
"551208","Friedrichstadt","20.05.2011","","0,71","Nebenflüsse der Elbe"
"551208","Friedrichstadt","21.05.2011","","0,71","Nebenflüsse der Elbe"
"551208","Friedrichstadt","22.05.2011","","0,72","Nebenflüsse der Elbe"
"551208","Friedrichstadt","23.05.2011","","0,96","Nebenflüsse der Elbe"
"551208","Friedrichstadt","24.05.2011","","1,21","Nebenflüsse der Elbe"
"551208","Friedrichstadt","25.05.2011","","1,20","Nebenflüsse der Elbe"
"551208","Friedrichstadt","26.05.2011","","1,26","Nebenflüsse der Elbe"
"551208","Friedrichstadt","27.05.2011","","1,42","Nebenflüsse der Elbe"
"551208","Friedrichstadt","28.05.2011","","1,27","Nebenflüsse der Elbe"
"551208","Friedrichstadt","29.05.2011","","1,29","Nebenflüsse der Elbe"
"551208","Friedrichstadt","30.05.2011","","1,13","Nebenflüsse der Elbe"
"551208","Friedrichstadt","31.05.2011","","0,74","Nebenflüsse der Elbe"
"551208","Friedrichstadt","01.06.2011","","1,12","Nebenflüsse der Elbe"
"551208","Friedrichstadt","02.06.2011","","0,90","Nebenflüsse der Elbe"
"551208","Friedrichstadt","03.06.2011","","0,94","Nebenflüsse der Elbe"
"551208","Friedrichstadt","04.06.2011","","0,88","Nebenflüsse der Elbe"
"551208","Friedrichstadt","05.06.2011","","0,78","Nebenflüsse der Elbe"
"551208","Friedrichstadt","06.06.2011","","0,76","Nebenflüsse der Elbe"
"551208","Friedrichstadt","07.06.2011","","1,29","Nebenflüsse der Elbe"
"551208","Friedrichstadt","08.06.2011","","1,34","Nebenflüsse der Elbe"
"551208","Friedrichstadt","09.06.2011","","1,21","Nebenflüsse der Elbe"
"551208","Friedrichstadt","10.06.2011","","0,96","Nebenflüsse der Elbe"
"551208","Friedrichstadt","11.06.2011","","0,71","Nebenflüsse der Elbe"
"551208","Friedrichstadt","12.06.2011","","0,71","Nebenflüsse der Elbe"
"551208","Friedrichstadt","13.06.2011","","0,71","Nebenflüsse der Elbe"
"551208","Friedrichstadt","14.06.2011","","0,63","Nebenflüsse der Elbe"
"551208","Friedrichstadt","15.06.2011","","0,54","Nebenflüsse der Elbe"
"551208","Friedrichstadt","16.06.2011","","0,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","17.06.2011","","0,71","Nebenflüsse der Elbe"
"551208","Friedrichstadt","18.06.2011","","0,54","Nebenflüsse der Elbe"
"551208","Friedrichstadt","19.06.2011","","0,51","Nebenflüsse der Elbe"
"551208","Friedrichstadt","20.06.2011","","0,58","Nebenflüsse der Elbe"
"551208","Friedrichstadt","21.06.2011","","0,51","Nebenflüsse der Elbe"
"551208","Friedrichstadt","22.06.2011","","0,72","Nebenflüsse der Elbe"
"551208","Friedrichstadt","23.06.2011","","1,02","Nebenflüsse der Elbe"
"551208","Friedrichstadt","24.06.2011","","0,97","Nebenflüsse der Elbe"
"551208","Friedrichstadt","25.06.2011","","0,59","Nebenflüsse der Elbe"
"551208","Friedrichstadt","26.06.2011","","0,62","Nebenflüsse der Elbe"
"551208","Friedrichstadt","27.06.2011","","0,65","Nebenflüsse der Elbe"
"551208","Friedrichstadt","28.06.2011","","0,48","Nebenflüsse der Elbe"
"551208","Friedrichstadt","29.06.2011","","0,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","30.06.2011","","0,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","01.07.2011","","0,36","Nebenflüsse der Elbe"
"551208","Friedrichstadt","02.07.2011","","0,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","03.07.2011","","0,85","Nebenflüsse der Elbe"
"551208","Friedrichstadt","04.07.2011","","1,65","Nebenflüsse der Elbe"
"551208","Friedrichstadt","05.07.2011","","2,19","Nebenflüsse der Elbe"
"551208","Friedrichstadt","06.07.2011","","1,85","Nebenflüsse der Elbe"
"551208","Friedrichstadt","07.07.2011","","1,73","Nebenflüsse der Elbe"
"551208","Friedrichstadt","08.07.2011","","1,78","Nebenflüsse der Elbe"
"551208","Friedrichstadt","09.07.2011","","1,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","10.07.2011","","1,29","Nebenflüsse der Elbe"
"551208","Friedrichstadt","11.07.2011","","2,47","Nebenflüsse der Elbe"
"551208","Friedrichstadt","12.07.2011","","1,24","Nebenflüsse der Elbe"
"551208","Friedrichstadt","13.07.2011","","1,13","Nebenflüsse der Elbe"
"551208","Friedrichstadt","14.07.2011","","1,06","Nebenflüsse der Elbe"
"551208","Friedrichstadt","15.07.2011","","0,86","Nebenflüsse der Elbe"
"551208","Friedrichstadt","16.07.2011","","0,57","Nebenflüsse der Elbe"
"551208","Friedrichstadt","17.07.2011","","0,47","Nebenflüsse der Elbe"
"551208","Friedrichstadt","18.07.2011","","0,94","Nebenflüsse der Elbe"
"551208","Friedrichstadt","19.07.2011","","0,81","Nebenflüsse der Elbe"
"551208","Friedrichstadt","20.07.2011","","4,05","Nebenflüsse der Elbe"
"551208","Friedrichstadt","21.07.2011","","6,25","Nebenflüsse der Elbe"
"551208","Friedrichstadt","22.07.2011","","4,63","Nebenflüsse der Elbe"
"551208","Friedrichstadt","23.07.2011","","2,73","Nebenflüsse der Elbe"
"551208","Friedrichstadt","24.07.2011","","2,43","Nebenflüsse der Elbe"
"551208","Friedrichstadt","25.07.2011","","2,27","Nebenflüsse der Elbe"
"551208","Friedrichstadt","26.07.2011","","2,11","Nebenflüsse der Elbe"
"551208","Friedrichstadt","27.07.2011","","2,11","Nebenflüsse der Elbe"
"551208","Friedrichstadt","28.07.2011","","2,06","Nebenflüsse der Elbe"
"551208","Friedrichstadt","29.07.2011","","1,87","Nebenflüsse der Elbe"
"551208","Friedrichstadt","30.07.2011","","6,96","Nebenflüsse der Elbe"
"551208","Friedrichstadt","31.07.2011","","14,80","Nebenflüsse der Elbe"
"551208","Friedrichstadt","01.08.2011","","11,70","Nebenflüsse der Elbe"
"551208","Friedrichstadt","02.08.2011","","10,50","Nebenflüsse der Elbe"
"551208","Friedrichstadt","03.08.2011","","8,26","Nebenflüsse der Elbe"
"551208","Friedrichstadt","04.08.2011","","8,16","Nebenflüsse der Elbe"
"551208","Friedrichstadt","05.08.2011","","10,20","Nebenflüsse der Elbe"
"551208","Friedrichstadt","06.08.2011","","10,90","Nebenflüsse der Elbe"
"551208","Friedrichstadt","07.08.2011","","9,25","Nebenflüsse der Elbe"
"551208","Friedrichstadt","08.08.2011","","8,20","Nebenflüsse der Elbe"
"551208","Friedrichstadt","09.08.2011","","6,71","Nebenflüsse der Elbe"
"551208","Friedrichstadt","10.08.2011","","6,06","Nebenflüsse der Elbe"
"551208","Friedrichstadt","11.08.2011","","5,40","Nebenflüsse der Elbe"
"551208","Friedrichstadt","12.08.2011","","4,54","Nebenflüsse der Elbe"
"551208","Friedrichstadt","13.08.2011","","4,08","Nebenflüsse der Elbe"
"551208","Friedrichstadt","14.08.2011","","3,84","Nebenflüsse der Elbe"
"551208","Friedrichstadt","15.08.2011","","4,61","Nebenflüsse der Elbe"
"551208","Friedrichstadt","16.08.2011","","5,29","Nebenflüsse der Elbe"
"551208","Friedrichstadt","17.08.2011","","3,90","Nebenflüsse der Elbe"
"551208","Friedrichstadt","18.08.2011","","3,41","Nebenflüsse der Elbe"
"551208","Friedrichstadt","19.08.2011","","4,90","Nebenflüsse der Elbe"
"551208","Friedrichstadt","20.08.2011","","4,16","Nebenflüsse der Elbe"
"551208","Friedrichstadt","21.08.2011","","3,59","Nebenflüsse der Elbe"
"551208","Friedrichstadt","22.08.2011","","3,37","Nebenflüsse der Elbe"
"551208","Friedrichstadt","23.08.2011","","2,80","Nebenflüsse der Elbe"
"551208","Friedrichstadt","24.08.2011","","2,50","Nebenflüsse der Elbe"
"551208","Friedrichstadt","25.08.2011","","2,40","Nebenflüsse der Elbe"
"551208","Friedrichstadt","26.08.2011","","2,26","Nebenflüsse der Elbe"
"551208","Friedrichstadt","27.08.2011","","2,27","Nebenflüsse der Elbe"
"551208","Friedrichstadt","28.08.2011","","2,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","29.08.2011","","1,94","Nebenflüsse der Elbe"
"551208","Friedrichstadt","30.08.2011","","1,54","Nebenflüsse der Elbe"
"551208","Friedrichstadt","31.08.2011","","1,27","Nebenflüsse der Elbe"
"551208","Friedrichstadt","01.09.2011","","0,96","Nebenflüsse der Elbe"
"551208","Friedrichstadt","02.09.2011","","0,96","Nebenflüsse der Elbe"
"551208","Friedrichstadt","03.09.2011","","0,85","Nebenflüsse der Elbe"
"551208","Friedrichstadt","04.09.2011","","0,85","Nebenflüsse der Elbe"
"551208","Friedrichstadt","05.09.2011","","1,43","Nebenflüsse der Elbe"
"551208","Friedrichstadt","06.09.2011","","1,53","Nebenflüsse der Elbe"
"551208","Friedrichstadt","07.09.2011","","1,29","Nebenflüsse der Elbe"
"551208","Friedrichstadt","08.09.2011","","1,29","Nebenflüsse der Elbe"
"551208","Friedrichstadt","09.09.2011","","1,38","Nebenflüsse der Elbe"
"551208","Friedrichstadt","10.09.2011","","1,29","Nebenflüsse der Elbe"
"551208","Friedrichstadt","11.09.2011","","1,29","Nebenflüsse der Elbe"
"551208","Friedrichstadt","12.09.2011","","1,63","Nebenflüsse der Elbe"
"551208","Friedrichstadt","13.09.2011","","1,24","Nebenflüsse der Elbe"
"551208","Friedrichstadt","14.09.2011","","1,04","Nebenflüsse der Elbe"
"551208","Friedrichstadt","15.09.2011","","0,90","Nebenflüsse der Elbe"
"551208","Friedrichstadt","16.09.2011","","0,87","Nebenflüsse der Elbe"
"551208","Friedrichstadt","17.09.2011","","0,88","Nebenflüsse der Elbe"
"551208","Friedrichstadt","18.09.2011","","1,92","Nebenflüsse der Elbe"
"551208","Friedrichstadt","19.09.2011","","1,99","Nebenflüsse der Elbe"
"551208","Friedrichstadt","20.09.2011","","1,60","Nebenflüsse der Elbe"
"551208","Friedrichstadt","21.09.2011","","1,41","Nebenflüsse der Elbe"
"551208","Friedrichstadt","22.09.2011","","1,29","Nebenflüsse der Elbe"
"551208","Friedrichstadt","23.09.2011","","1,07","Nebenflüsse der Elbe"
"551208","Friedrichstadt","24.09.2011","","0,81","Nebenflüsse der Elbe"
"551208","Friedrichstadt","25.09.2011","","0,71","Nebenflüsse der Elbe"
"551208","Friedrichstadt","26.09.2011","","0,71","Nebenflüsse der Elbe"
"551208","Friedrichstadt","27.09.2011","","0,81","Nebenflüsse der Elbe"
"551208","Friedrichstadt","28.09.2011","","1,04","Nebenflüsse der Elbe"
"551208","Friedrichstadt","29.09.2011","","0,86","Nebenflüsse der Elbe"
"551208","Friedrichstadt","30.09.2011","","0,52","Nebenflüsse der Elbe"
"551208","Friedrichstadt","01.10.2011","","0,44","Nebenflüsse der Elbe"
"551208","Friedrichstadt","02.10.2011","","0,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","03.10.2011","","0,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","04.10.2011","","0,53","Nebenflüsse der Elbe"
"551208","Friedrichstadt","05.10.2011","","0,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","06.10.2011","","0,36","Nebenflüsse der Elbe"
"551208","Friedrichstadt","07.10.2011","","0,50","Nebenflüsse der Elbe"
"551208","Friedrichstadt","08.10.2011","","0,52","Nebenflüsse der Elbe"
"551208","Friedrichstadt","09.10.2011","","0,60","Nebenflüsse der Elbe"
"551208","Friedrichstadt","10.10.2011","","0,94","Nebenflüsse der Elbe"
"551208","Friedrichstadt","11.10.2011","","1,44","Nebenflüsse der Elbe"
"551208","Friedrichstadt","12.10.2011","","2,69","Nebenflüsse der Elbe"
"551208","Friedrichstadt","13.10.2011","","2,58","Nebenflüsse der Elbe"
"551208","Friedrichstadt","14.10.2011","","1,92","Nebenflüsse der Elbe"
"551208","Friedrichstadt","15.10.2011","","1,63","Nebenflüsse der Elbe"
"551208","Friedrichstadt","16.10.2011","","1,60","Nebenflüsse der Elbe"
"551208","Friedrichstadt","17.10.2011","","1,33","Nebenflüsse der Elbe"
"551208","Friedrichstadt","18.10.2011","","0,79","Nebenflüsse der Elbe"
"551208","Friedrichstadt","19.10.2011","","0,58","Nebenflüsse der Elbe"
"551208","Friedrichstadt","20.10.2011","","0,50","Nebenflüsse der Elbe"
"551208","Friedrichstadt","21.10.2011","","0,58","Nebenflüsse der Elbe"
"551208","Friedrichstadt","22.10.2011","","0,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","23.10.2011","","0,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","24.10.2011","","0,40","Nebenflüsse der Elbe"
"551208","Friedrichstadt","25.10.2011","","0,45","Nebenflüsse der Elbe"
"551208","Friedrichstadt","26.10.2011","","0,75","Nebenflüsse der Elbe"
"551208","Friedrichstadt","27.10.2011","","0,93","Nebenflüsse der Elbe"
"551208","Friedrichstadt","28.10.2011","","0,79","Nebenflüsse der Elbe"
"551208","Friedrichstadt","29.10.2011","","0,58","Nebenflüsse der Elbe"
"551208","Friedrichstadt","30.10.2011","","0,58","Nebenflüsse der Elbe"
"551208","Friedrichstadt","31.10.2011","","0,58","Nebenflüsse der Elbe"
"551208","Friedrichstadt","01.11.2011","","0,82","Nebenflüsse der Elbe"
"551208","Friedrichstadt","02.11.2011","","1,44","Nebenflüsse der Elbe"
"551208","Friedrichstadt","03.11.2011","","1,34","Nebenflüsse der Elbe"
"551208","Friedrichstadt","04.11.2011","","1,28","Nebenflüsse der Elbe"
"551208","Friedrichstadt","05.11.2011","","1,29","Nebenflüsse der Elbe"
"551208","Friedrichstadt","06.11.2011","","1,29","Nebenflüsse der Elbe"
"551208","Friedrichstadt","07.11.2011","","1,29","Nebenflüsse der Elbe"
"551208","Friedrichstadt","08.11.2011","","1,20","Nebenflüsse der Elbe"
"551208","Friedrichstadt","09.11.2011","","1,21","Nebenflüsse der Elbe"
"551208","Friedrichstadt","10.11.2011","","1,26","Nebenflüsse der Elbe"
"551208","Friedrichstadt","11.11.2011","","1,17","Nebenflüsse der Elbe"
"551208","Friedrichstadt","12.11.2011","","1,03","Nebenflüsse der Elbe"
"551208","Friedrichstadt","13.11.2011","","0,99","Nebenflüsse der Elbe"
"551208","Friedrichstadt","14.11.2011","","0,81","Nebenflüsse der Elbe"
"551208","Friedrichstadt","15.11.2011","","0,42","Nebenflüsse der Elbe"
"551208","Friedrichstadt","16.11.2011","","0,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","17.11.2011","","0,37","Nebenflüsse der Elbe"
"551208","Friedrichstadt","18.11.2011","","0,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","19.11.2011","","0,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","20.11.2011","","0,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","21.11.2011","","0,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","22.11.2011","","0,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","23.11.2011","","0,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","24.11.2011","","0,35","Nebenflüsse der Elbe"
"551208","Friedrichstadt","25.11.2011","","0,39","Nebenflüsse der Elbe"
"551208","Friedrichstadt","26.11.2011","","0,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","27.11.2011","","0,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","28.11.2011","","0,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","29.11.2011","","0,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","30.11.2011","","0,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","01.12.2011","","0,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","02.12.2011","","0,45","Nebenflüsse der Elbe"
"551208","Friedrichstadt","03.12.2011","","0,46","Nebenflüsse der Elbe"
"551208","Friedrichstadt","04.12.2011","","0,51","Nebenflüsse der Elbe"
"551208","Friedrichstadt","05.12.2011","","1,18","Nebenflüsse der Elbe"
"551208","Friedrichstadt","06.12.2011","","1,05","Nebenflüsse der Elbe"
"551208","Friedrichstadt","07.12.2011","","0,72","Nebenflüsse der Elbe"
"551208","Friedrichstadt","08.12.2011","","0,73","Nebenflüsse der Elbe"
"551208","Friedrichstadt","09.12.2011","","0,83","Nebenflüsse der Elbe"
"551208","Friedrichstadt","10.12.2011","","0,79","Nebenflüsse der Elbe"
"551208","Friedrichstadt","11.12.2011","","0,71","Nebenflüsse der Elbe"
"551208","Friedrichstadt","12.12.2011","","0,67","Nebenflüsse der Elbe"
"551208","Friedrichstadt","13.12.2011","","0,59","Nebenflüsse der Elbe"
"551208","Friedrichstadt","14.12.2011","","0,62","Nebenflüsse der Elbe"
"551208","Friedrichstadt","15.12.2011","","0,59","Nebenflüsse der Elbe"
"551208","Friedrichstadt","16.12.2011","","0,77","Nebenflüsse der Elbe"
"551208","Friedrichstadt","17.12.2011","","0,95","Nebenflüsse der Elbe"
"551208","Friedrichstadt","18.12.2011","","1,06","Nebenflüsse der Elbe"
"551208","Friedrichstadt","19.12.2011","","1,06","Nebenflüsse der Elbe"
"551208","Friedrichstadt","20.12.2011","","1,29","Nebenflüsse der Elbe"
"551208","Friedrichstadt","21.12.2011","","1,51","Nebenflüsse der Elbe"
"551208","Friedrichstadt","22.12.2011","","1,53","Nebenflüsse der Elbe"
"551208","Friedrichstadt","23.12.2011","","1,77","Nebenflüsse der Elbe"
"551208","Friedrichstadt","24.12.2011","","2,10","Nebenflüsse der Elbe"
"551208","Friedrichstadt","25.12.2011","","2,34","Nebenflüsse der Elbe"
"551208","Friedrichstadt","26.12.2011","","2,28","Nebenflüsse der Elbe"
"551208","Friedrichstadt","27.12.2011","","2,68","Nebenflüsse der Elbe"
"551208","Friedrichstadt","28.12.2011","","3,70","Nebenflüsse der Elbe"
"551208","Friedrichstadt","29.12.2011","","3,90","Nebenflüsse der Elbe"
"551208","Friedrichstadt","30.12.2011","","3,66","Nebenflüsse der Elbe"
"551208","Friedrichstadt","31.12.2011","","3,13","Nebenflüsse der Elbe"
"551208","Friedrichstadt","01.11.2012","","1,10","Nebenflüsse der Elbe"
"551208","Friedrichstadt","02.11.2012","","1,02","Nebenflüsse der Elbe"
"551208","Friedrichstadt","03.11.2012","","1,03","Nebenflüsse der Elbe"
"551208","Friedrichstadt","04.11.2012","","1,25","Nebenflüsse der Elbe"
"551208","Friedrichstadt","05.11.2012","","1,62","Nebenflüsse der Elbe"
"551208","Friedrichstadt","06.11.2012","","1,39","Nebenflüsse der Elbe"
"551208","Friedrichstadt","07.11.2012","","1,18","Nebenflüsse der Elbe"
"551208","Friedrichstadt","08.11.2012","","1,03","Nebenflüsse der Elbe"
"551208","Friedrichstadt","09.11.2012","","1,04","Nebenflüsse der Elbe"
"551208","Friedrichstadt","10.11.2012","","1,04","Nebenflüsse der Elbe"
"551208","Friedrichstadt","11.11.2012","","1,16","Nebenflüsse der Elbe"
"551208","Friedrichstadt","12.11.2012","","1,20","Nebenflüsse der Elbe"
"551208","Friedrichstadt","13.11.2012","","1,13","Nebenflüsse der Elbe"
"551208","Friedrichstadt","14.11.2012","","1,10","Nebenflüsse der Elbe"
"551208","Friedrichstadt","15.11.2012","","1,10","Nebenflüsse der Elbe"
"551208","Friedrichstadt","16.11.2012","","1,08","Nebenflüsse der Elbe"
"551208","Friedrichstadt","17.11.2012","","1,06","Nebenflüsse der Elbe"
"551208","Friedrichstadt","18.11.2012","","1,07","Nebenflüsse der Elbe"
"551208","Friedrichstadt","19.11.2012","","1,05","Nebenflüsse der Elbe"
"551208","Friedrichstadt","20.11.2012","","1,01","Nebenflüsse der Elbe"
"551208","Friedrichstadt","21.11.2012","","1,02","Nebenflüsse der Elbe"
"551208","Friedrichstadt","22.11.2012","","1,02","Nebenflüsse der Elbe"
"551208","Friedrichstadt","23.11.2012","","0,84","Nebenflüsse der Elbe"
"551208","Friedrichstadt","24.11.2012","","0,67","Nebenflüsse der Elbe"
"551208","Friedrichstadt","25.11.2012","","0,64","Nebenflüsse der Elbe"
"551208","Friedrichstadt","26.11.2012","","0,81","Nebenflüsse der Elbe"
"551208","Friedrichstadt","27.11.2012","","0,98","Nebenflüsse der Elbe"
"551208","Friedrichstadt","28.11.2012","","1,02","Nebenflüsse der Elbe"
"551208","Friedrichstadt","29.11.2012","","3,13","Nebenflüsse der Elbe"
"551208","Friedrichstadt","30.11.2012","","2,60","Nebenflüsse der Elbe"
"551208","Friedrichstadt","01.12.2012","","2,17","Nebenflüsse der Elbe"
"551208","Friedrichstadt","02.12.2012","","1,97","Nebenflüsse der Elbe"
"551208","Friedrichstadt","03.12.2012","","1,53","Nebenflüsse der Elbe"
"551208","Friedrichstadt","04.12.2012","","1,26","Nebenflüsse der Elbe"
"551208","Friedrichstadt","05.12.2012","","1,28","Nebenflüsse der Elbe"
