index,date,discharge_m3_s
4160,2010-05-23,1.59
4161,2010-05-24,2.31
4162,2010-05-25,2.75
4163,2010-05-26,2.15
4164,2010-05-27,2.13
4165,2010-05-28,2.78
4166,2010-05-29,2.03
4167,2010-05-30,1.99
4168,2010-05-31,2.37
4169,2010-06-01,2.59
4170,2010-06-02,5.57
4171,2010-06-03,22.4
4172,2010-06-04,20.3
4173,2010-06-05,17.3
4174,2010-06-06,14.3
4175,2010-06-07,12.3
4176,2010-06-08,11.1
4177,2010-06-09,11.5
4178,2010-06-10,12.4
4179,2010-06-11,7.15
4180,2010-06-12,6.55
4181,2010-06-13,6.0
4182,2010-06-14,4.86
4183,2010-06-15,3.78
4184,2010-06-16,3.11
4185,2010-06-17,2.26
4186,2010-06-18,2.07
4187,2010-06-19,2.03
4188,2010-06-20,1.91
4189,2010-06-21,1.76
4190,2010-06-22,1.55
4191,2010-06-23,1.26
4192,2010-06-24,1.0
4193,2010-06-25,0.94
4194,2010-06-26,0.85
4195,2010-06-27,0.82
4196,2010-06-28,0.71
4197,2010-06-29,0.63
4198,2010-06-30,0.58
4199,2010-07-01,0.58
4200,2010-07-02,0.44
4201,2010-07-03,0.24
4202,2010-07-04,0.24
4203,2010-07-05,0.44
4204,2010-07-06,2.32
4205,2010-07-07,1.47
4206,2010-07-08,1.28
4207,2010-07-09,1.35
4208,2010-07-10,1.26
4209,2010-07-11,1.14
4210,2010-07-12,1.14
4211,2010-07-13,1.14
4212,2010-07-14,1.16
4213,2010-07-15,0.97
4214,2010-07-16,0.69
4215,2010-07-17,1.08
4216,2010-07-18,0.73
4217,2010-07-19,0.59
4218,2010-07-20,0.47
4219,2010-07-21,0.47
4220,2010-07-22,0.53
4221,2010-07-23,3.59
4222,2010-07-24,9.54
4223,2010-07-25,4.97
4224,2010-07-26,4.27
4225,2010-07-27,3.52
4226,2010-07-28,3.18
4227,2010-07-29,3.14
4228,2010-07-30,2.35
4229,2010-07-31,2.03
4230,2010-08-01,1.89
4231,2010-08-02,1.94
4232,2010-08-03,15.9
4233,2010-08-04,8.8
4234,2010-08-05,6.34
4235,2010-08-06,5.35
4236,2010-08-07,12.6
4237,2010-08-08,14.3
4238,2010-08-09,12.4
4239,2010-08-10,12.2
4240,2010-08-11,11.5
4241,2010-08-12,13.7
4242,2010-08-13,13.9
4243,2010-08-14,12.3
4244,2010-08-15,10.6
4245,2010-08-16,16.4
4246,2010-08-17,10.4
4247,2010-08-18,7.33
4248,2010-08-19,7.13
4249,2010-08-20,6.81
4250,2010-08-21,5.96
4251,2010-08-22,5.56
4252,2010-08-23,5.4
4253,2010-08-24,4.4
4254,2010-08-25,3.63
4255,2010-08-26,3.16
4256,2010-08-27,5.06
4257,2010-08-28,7.93
4258,2010-08-29,6.68
4259,2010-08-30,8.78
4260,2010-08-31,13.5
4261,2010-09-01,14.7
4262,2010-09-02,16.7
4263,2010-09-03,15.8
4264,2010-09-04,13.5
4265,2010-09-05,12.7
4266,2010-09-06,12.0
4267,2010-09-07,9.85
4268,2010-09-08,7.38
4269,2010-09-09,7.05
4270,2010-09-10,6.57
4271,2010-09-11,6.33
4272,2010-09-12,6.05
4273,2010-09-13,5.01
4274,2010-09-14,3.98
4275,2010-09-15,4.18
4276,2010-09-16,4.06
4277,2010-09-17,3.54
4278,2010-09-18,2.79
4279,2010-09-19,2.68
4280,2010-09-20,2.58
4281,2010-09-21,2.33
4282,2010-09-22,2.15
4283,2010-09-23,1.94
4284,2010-09-24,1.59
4285,2010-09-25,1.63
4286,2010-09-26,10.8
4287,2010-09-27,25.7
4288,2010-09-28,43.3
4289,2010-09-29,41.0
4290,2010-09-30,39.0
4291,2010-10-01,30.4
4292,2010-10-02,23.5
4293,2010-10-03,21.0
4294,2010-10-04,17.6
4295,2010-10-05,13.1
4296,2010-10-06,11.2
4297,2010-10-07,10.4
4298,2010-10-08,8.82
4299,2010-10-09,7.93
4300,2010-10-10,7.43
4301,2010-10-11,7.13
4302,2010-10-12,7.7
4303,2010-10-13,6.57
4304,2010-10-14,5.61
4305,2010-10-15,5.36
4306,2010-10-16,5.91
4307,2010-10-17,5.84
4308,2010-10-18,5.03
4309,2010-10-19,3.8
4310,2010-10-20,3.5
4311,2010-10-21,3.58
4312,2010-10-22,3.58
4313,2010-10-23,3.8
4314,2010-10-24,3.47
4315,2010-10-25,2.84
4316,2010-10-26,2.25
4317,2010-10-27,2.81
4318,2010-10-28,2.94
4319,2010-10-29,2.8
4320,2010-10-30,2.68
4321,2010-10-31,2.63
4322,2010-11-01,2.59
4323,2010-11-02,2.03
4324,2010-11-03,1.43
4325,2010-11-04,1.5
4326,2010-11-05,1.28
4327,2010-11-06,1.73
4328,2010-11-07,2.43
4329,2010-11-08,4.32
4330,2010-11-09,3.43
4331,2010-11-10,2.46
4332,2010-11-11,2.1
4333,2010-11-12,2.83
4334,2010-11-13,3.07
4335,2010-11-14,3.02
4336,2010-11-15,3.29
4337,2010-11-16,10.3
4338,2010-11-17,13.6
4339,2010-11-18,12.7
4340,2010-11-19,12.6
4341,2010-11-20,11.8
4342,2010-11-21,11.2
4343,2010-11-22,11.7
4344,2010-11-23,11.4
4345,2010-11-24,10.8
4346,2010-11-25,9.57
4347,2010-11-26,8.88
4348,2010-11-27,8.65
4349,2010-11-28,8.22
4350,2010-11-29,8.21
4351,2010-11-30,7.66
4352,2010-12-01,7.41
4353,2010-12-02,7.48
4354,2010-12-03,7.09
4355,2010-12-04,6.88
4356,2010-12-05,6.79
4357,2010-12-06,6.81
4358,2010-12-07,6.43
4359,2010-12-08,6.74
4360,2010-12-09,8.86
4361,2010-12-10,8.85
4362,2010-12-11,12.4
4363,2010-12-12,19.3
4364,2010-12-13,17.9
4365,2010-12-14,17.3
4366,2010-12-15,14.8
4367,2010-12-16,12.5
4368,2010-12-17,13.4
4369,2010-12-18,14.3
4370,2010-12-19,12.8
4371,2010-12-20,11.8
4372,2010-12-21,10.7
4373,2010-12-22,9.49
4374,2010-12-23,9.24
4375,2010-12-24,9.11
4376,2010-12-25,9.18
4377,2010-12-26,9.11
4378,2010-12-27,8.94
4379,2010-12-28,8.7
4380,2010-12-29,7.37
4381,2010-12-30,6.91
4382,2010-12-31,6.89
4383,2011-01-01,6.9
4384,2011-01-02,6.66
4385,2011-01-03,6.6
4386,2011-01-04,7.39
4387,2011-01-05,9.62
4388,2011-01-06,10.4
4389,2011-01-07,14.9
4390,2011-01-08,23.1
4391,2011-01-09,32.0
4392,2011-01-10,30.6
4393,2011-01-11,26.9
4394,2011-01-12,24.5
4395,2011-01-13,26.9
4396,2011-01-14,37.1
4397,2011-01-15,39.8
4398,2011-01-16,33.8
4399,2011-01-17,28.8
4400,2011-01-18,22.5
4401,2011-01-19,18.2
4402,2011-01-20,16.2
4403,2011-01-21,12.9
4404,2011-01-22,10.9
4405,2011-01-23,10.3
4406,2011-01-24,9.72
4407,2011-01-25,9.01
4408,2011-01-26,8.2
4409,2011-01-27,7.8
4410,2011-01-28,7.08
4411,2011-01-29,6.1
4412,2011-01-30,5.8
4413,2011-01-31,5.38
4414,2011-02-01,4.89
4415,2011-02-02,5.02
4416,2011-02-03,5.36
4417,2011-02-04,5.99
4418,2011-02-05,10.6
4419,2011-02-06,10.2
4420,2011-02-07,10.5
4421,2011-02-08,9.85
4422,2011-02-09,8.94
4423,2011-02-10,8.55
4424,2011-02-11,8.89
4425,2011-02-12,9.6
4426,2011-02-13,10.5
4427,2011-02-14,9.52
4428,2011-02-15,8.19
4429,2011-02-16,7.34
4430,2011-02-17,6.56
4431,2011-02-18,6.08
4432,2011-02-19,5.52
4433,2011-02-20,5.32
4434,2011-02-21,4.91
4435,2011-02-22,4.9
4436,2011-02-23,4.42
4437,2011-02-24,3.69
4438,2011-02-25,3.15
4439,2011-02-26,2.96
4440,2011-02-27,2.91
4441,2011-02-28,2.87
4442,2011-03-01,2.82
4443,2011-03-02,2.61
4444,2011-03-03,2.55
4445,2011-03-04,2.61
4446,2011-03-05,2.46
4447,2011-03-06,2.46
4448,2011-03-07,2.41
4449,2011-03-08,2.25
4450,2011-03-09,2.11
4451,2011-03-10,2.01
4452,2011-03-11,1.94
4453,2011-03-12,1.94
4454,2011-03-13,1.94
4455,2011-03-14,1.93
4456,2011-03-15,2.2
4457,2011-03-16,2.73
4458,2011-03-17,3.52
4459,2011-03-18,7.14
4460,2011-03-19,8.17
4461,2011-03-20,6.58
4462,2011-03-21,5.56
4463,2011-03-22,4.76
4464,2011-03-23,4.65
4465,2011-03-24,4.75
4466,2011-03-25,4.86
4467,2011-03-26,4.93
4468,2011-03-27,4.86
4469,2011-03-28,4.88
4470,2011-03-29,4.38
4471,2011-03-30,3.97
4472,2011-03-31,3.68
4473,2011-04-01,3.61
4474,2011-04-02,3.41
4475,2011-04-03,3.41
4476,2011-04-04,3.98
4477,2011-04-05,4.77
4478,2011-04-06,5.08
4479,2011-04-07,4.37
4480,2011-04-08,3.09
4481,2011-04-09,2.83
4482,2011-04-10,2.83
4483,2011-04-11,2.79
4484,2011-04-12,2.46
4485,2011-04-13,3.71
4486,2011-04-14,5.71
4487,2011-04-15,4.92
4488,2011-04-16,4.28
4489,2011-04-17,4.04
4490,2011-04-18,4.4
4491,2011-04-19,4.84
4492,2011-04-20,4.7
4493,2011-04-21,4.5
4494,2011-04-22,4.43
4495,2011-04-23,4.43
4496,2011-04-24,4.23
4497,2011-04-25,4.22
4498,2011-04-26,3.56
4499,2011-04-27,2.24
4500,2011-04-28,2.13
4501,2011-04-29,2.08
4502,2011-04-30,1.94
4503,2011-05-01,1.79
4504,2011-05-02,1.77
4505,2011-05-03,2.09
4506,2011-05-04,2.09
4507,2011-05-05,2.01
4508,2011-05-06,1.64
4509,2011-05-07,1.6
4510,2011-05-08,1.6
4511,2011-05-09,1.58
4512,2011-05-10,1.44
4513,2011-05-11,1.44
4514,2011-05-12,1.57
4515,2011-05-13,1.62
4516,2011-05-14,1.46
4517,2011-05-15,1.82
4518,2011-05-16,1.71
4519,2011-05-17,1.22
4520,2011-05-18,0.86
4521,2011-05-19,0.85
4522,2011-05-20,0.71
4523,2011-05-21,0.71
4524,2011-05-22,0.72
4525,2011-05-23,0.96
4526,2011-05-24,1.21
4527,2011-05-25,1.2
4528,2011-05-26,1.26
4529,2011-05-27,1.42
4530,2011-05-28,1.27
4531,2011-05-29,1.29
4532,2011-05-30,1.13
4533,2011-05-31,0.74
4534,2011-06-01,1.12
4535,2011-06-02,0.9
4536,2011-06-03,0.94
4537,2011-06-04,0.88
4538,2011-06-05,0.78
4539,2011-06-06,0.76
4540,2011-06-07,1.29
4541,2011-06-08,1.34
4542,2011-06-09,1.21
4543,2011-06-10,0.96
4544,2011-06-11,0.71
4545,2011-06-12,0.71
4546,2011-06-13,0.71
4547,2011-06-14,0.63
4548,2011-06-15,0.54
4549,2011-06-16,0.46
4550,2011-06-17,0.71
4551,2011-06-18,0.54
4552,2011-06-19,0.51
4553,2011-06-20,0.58
4554,2011-06-21,0.51
4555,2011-06-22,0.72
4556,2011-06-23,1.02
4557,2011-06-24,0.97
4558,2011-06-25,0.59
4559,2011-06-26,0.62
4560,2011-06-27,0.65
4561,2011-06-28,0.48
4562,2011-06-29,0.35
4563,2011-06-30,0.35
4564,2011-07-01,0.36
4565,2011-07-02,0.35
4566,2011-07-03,0.85
4567,2011-07-04,1.65
4568,2011-07-05,2.19
4569,2011-07-06,1.85
4570,2011-07-07,1.73
4571,2011-07-08,1.78
4572,2011-07-09,1.35
4573,2011-07-10,1.29
4574,2011-07-11,2.47
4575,2011-07-12,1.24
4576,2011-07-13,1.13
4577,2011-07-14,1.06
4578,2011-07-15,0.86
4579,2011-07-16,0.57
4580,2011-07-17,0.47
4581,2011-07-18,0.94
4582,2011-07-19,0.81
4583,2011-07-20,4.05
4584,2011-07-21,6.25
4585,2011-07-22,4.63
4586,2011-07-23,2.73
4587,2011-07-24,2.43
4588,2011-07-25,2.27
4589,2011-07-26,2.11
4590,2011-07-27,2.11
4591,2011-07-28,2.06
4592,2011-07-29,1.87
4593,2011-07-30,6.96
4594,2011-07-31,14.8
4595,2011-08-01,11.7
4596,2011-08-02,10.5
4597,2011-08-03,8.26
4598,2011-08-04,8.16
4599,2011-08-05,10.2
4600,2011-08-06,10.9
4601,2011-08-07,9.25
4602,2011-08-08,8.2
4603,2011-08-09,6.71
4604,2011-08-10,6.06
4605,2011-08-11,5.4
4606,2011-08-12,4.54
4607,2011-08-13,4.08
4608,2011-08-14,3.84
4609,2011-08-15,4.61
4610,2011-08-16,5.29
4611,2011-08-17,3.9
4612,2011-08-18,3.41
4613,2011-08-19,4.9
4614,2011-08-20,4.16
4615,2011-08-21,3.59
4616,2011-08-22,3.37
4617,2011-08-23,2.8
4618,2011-08-24,2.5
4619,2011-08-25,2.4
4620,2011-08-26,2.26
4621,2011-08-27,2.27
4622,2011-08-28,2.35
4623,2011-08-29,1.94
4624,2011-08-30,1.54
4625,2011-08-31,1.27
4626,2011-09-01,0.96
4627,2011-09-02,0.96
4628,2011-09-03,0.85
4629,2011-09-04,0.85
4630,2011-09-05,1.43
4631,2011-09-06,1.53
4632,2011-09-07,1.29
4633,2011-09-08,1.29
4634,2011-09-09,1.38
4635,2011-09-10,1.29
4636,2011-09-11,1.29
4637,2011-09-12,1.63
4638,2011-09-13,1.24
4639,2011-09-14,1.04
4640,2011-09-15,0.9
4641,2011-09-16,0.87
4642,2011-09-17,0.88
4643,2011-09-18,1.92
4644,2011-09-19,1.99
4645,2011-09-20,1.6
4646,2011-09-21,1.41
4647,2011-09-22,1.29
4648,2011-09-23,1.07
4649,2011-09-24,0.81
4650,2011-09-25,0.71
4651,2011-09-26,0.71
4652,2011-09-27,0.81
4653,2011-09-28,1.04
4654,2011-09-29,0.86
4655,2011-09-30,0.52
4656,2011-10-01,0.44
4657,2011-10-02,0.35
4658,2011-10-03,0.35
4659,2011-10-04,0.53
4660,2011-10-05,0.46
4661,2011-10-06,0.36
4662,2011-10-07,0.5
4663,2011-10-08,0.52
4664,2011-10-09,0.6
4665,2011-10-10,0.94
4666,2011-10-11,1.44
4667,2011-10-12,2.69
4668,2011-10-13,2.58
4669,2011-10-14,1.92
4670,2011-10-15,1.63
4671,2011-10-16,1.6
4672,2011-10-17,1.33
4673,2011-10-18,0.79
4674,2011-10-19,0.58
4675,2011-10-20,0.5
4676,2011-10-21,0.58
4677,2011-10-22,0.46
4678,2011-10-23,0.46
4679,2011-10-24,0.4
4680,2011-10-25,0.45
4681,2011-10-26,0.75
4682,2011-10-27,0.93
4683,2011-10-28,0.79
4684,2011-10-29,0.58
4685,2011-10-30,0.58
4686,2011-10-31,0.58
4687,2011-11-01,0.82
4688,2011-11-02,1.44
4689,2011-11-03,1.34
4690,2011-11-04,1.28
4691,2011-11-05,1.29
4692,2011-11-06,1.29
4693,2011-11-07,1.29
4694,2011-11-08,1.2
4695,2011-11-09,1.21
4696,2011-11-10,1.26
4697,2011-11-11,1.17
4698,2011-11-12,1.03
4699,2011-11-13,0.99
4700,2011-11-14,0.81
4701,2011-11-15,0.42
4702,2011-11-16,0.35
4703,2011-11-17,0.37
4704,2011-11-18,0.35
4705,2011-11-19,0.35
4706,2011-11-20,0.35
4707,2011-11-21,0.35
4708,2011-11-22,0.35
4709,2011-11-23,0.35
4710,2011-11-24,0.35
4711,2011-11-25,0.39
4712,2011-11-26,0.46
4713,2011-11-27,0.46
4714,2011-11-28,0.46
4715,2011-11-29,0.46
4716,2011-11-30,0.46
4717,2011-12-01,0.46
4718,2011-12-02,0.45
4719,2011-12-03,0.46
4720,2011-12-04,0.51
4721,2011-12-05,1.18
4722,2011-12-06,1.05
4723,2011-12-07,0.72
4724,2011-12-08,0.73
4725,2011-12-09,0.83
4726,2011-12-10,0.79
4727,2011-12-11,0.71
4728,2011-12-12,0.67
4729,2011-12-13,0.59
4730,2011-12-14,0.62
4731,2011-12-15,0.59
4732,2011-12-16,0.77
4733,2011-12-17,0.95
4734,2011-12-18,1.06
4735,2011-12-19,1.06
4736,2011-12-20,1.29
4737,2011-12-21,1.51
4738,2011-12-22,1.53
4739,2011-12-23,1.77
4740,2011-12-24,2.1
4741,2011-12-25,2.34
4742,2011-12-26,2.28
4743,2011-12-27,2.68
4744,2011-12-28,3.7
4745,2011-12-29,3.9
4746,2011-12-30,3.66
4747,2011-12-31,3.13
4748,2012-11-01,1.1
4749,2012-11-02,1.02
4750,2012-11-03,1.03
4751,2012-11-04,1.25
4752,2012-11-05,1.62
4753,2012-11-06,1.39
4754,2012-11-07,1.18
4755,2012-11-08,1.03
4756,2012-11-09,1.04
4757,2012-11-10,1.04
4758,2012-11-11,1.16
4759,2012-11-12,1.2
4760,2012-11-13,1.13
4761,2012-11-14,1.1
4762,2012-11-15,1.1
4763,2012-11-16,1.08
4764,2012-11-17,1.06
4765,2012-11-18,1.07
4766,2012-11-19,1.05
4767,2012-11-20,1.01
4768,2012-11-21,1.02
4769,2012-11-22,1.02
4770,2012-11-23,0.84
4771,2012-11-24,0.67
4772,2012-11-25,0.64
4773,2012-11-26,0.81
4774,2012-11-27,0.98
4775,2012-11-28,1.02
4776,2012-11-29,3.13
4777,2012-11-30,2.6
4778,2012-12-01,2.17
4779,2012-12-02,1.97
4780,2012-12-03,1.53
4781,2012-12-04,1.26
4782,2012-12-05,1.28
4783,2012-12-06,1.27
4784,2012-12-07,1.2
4785,2012-12-08,1.38
4786,2012-12-09,1.82
4787,2012-12-10,1.47
4788,2012-12-11,1.24
4789,2012-12-12,1.24
4790,2012-12-13,1.67
4791,2012-12-14,2.2
4792,2012-12-15,3.08
4793,2012-12-16,5.72
4794,2012-12-17,7.06
4795,2012-12-18,7.34
4796,2012-12-19,9.03
4797,2012-12-20,9.63
4798,2012-12-21,9.18
4799,2012-12-22,8.85
4800,2012-12-23,12.0
4801,2012-12-24,19.2
4802,2012-12-25,19.3
4803,2012-12-26,19.0
4804,2012-12-27,17.3
4805,2012-12-28,13.6
4806,2012-12-29,10.8
4807,2012-12-30,10.2
4808,2012-12-31,8.6
4809,2013-01-01,7.27
4810,2013-01-02,7.11
4811,2013-01-03,7.59
4812,2013-01-04,9.31
4813,2013-01-05,14.1
4814,2013-01-06,20.6
4815,2013-01-07,28.7
4816,2013-01-08,31.9
4817,2013-01-09,29.8
4818,2013-01-10,27.3
4819,2013-01-11,22.4
4820,2013-01-12,19.1
4821,2013-01-13,18.0
4822,2013-01-14,16.9
4823,2013-01-15,13.8
4824,2013-01-16,10.3
4825,2013-01-17,9.07
4826,2013-01-18,8.57
4827,2013-01-19,8.28
4828,2013-01-20,7.99
4829,2013-01-21,7.06
4830,2013-01-22,5.68
4831,2013-01-23,4.37
4832,2013-01-24,3.21
4833,2013-01-25,1.69
4834,2013-01-26,1.76
4835,2013-01-27,2.59
4836,2013-01-28,2.87
4837,2013-01-29,4.25
4838,2013-01-30,9.37
4839,2013-01-31,10.1
4840,2013-02-01,9.83
4841,2013-02-02,9.72
4842,2013-02-03,9.21
4843,2013-02-04,9.33
4844,2013-02-05,9.64
4845,2013-02-06,9.26
4846,2013-02-07,8.54
4847,2013-02-08,7.86
4848,2013-02-09,7.25
4849,2013-02-10,6.95
4850,2013-02-11,5.9
4851,2013-02-12,4.74
4852,2013-02-13,4.53
4853,2013-02-14,3.93
4854,2013-02-15,4.41
4855,2013-02-16,4.78
4856,2013-02-17,4.66
4857,2013-02-18,3.86
4858,2013-02-19,2.98
4859,2013-02-20,2.6
4860,2013-02-21,2.55
4861,2013-02-22,2.5
4862,2013-02-23,2.51
4863,2013-02-24,2.54
4864,2013-02-25,2.81
4865,2013-02-26,3.41
4866,2013-02-27,3.41
4867,2013-02-28,3.29
4868,2013-03-01,2.89
4869,2013-03-02,2.74
4870,2013-03-03,2.75
4871,2013-03-04,2.8
4872,2013-03-05,3.01
4873,2013-03-06,3.61
4874,2013-03-07,4.88
4875,2013-03-08,7.92
4876,2013-03-09,8.05
4877,2013-03-10,8.87
4878,2013-03-11,10.2
4879,2013-03-12,10.1
4880,2013-03-13,8.95
4881,2013-03-14,7.93
4882,2013-03-15,7.73
4883,2013-03-16,7.79
4884,2013-03-17,7.2
4885,2013-03-18,6.84
4886,2013-03-19,6.87
4887,2013-03-20,6.44
4888,2013-03-21,6.05
4889,2013-03-22,5.92
4890,2013-03-23,5.72
4891,2013-03-24,5.57
4892,2013-03-25,4.91
4893,2013-03-26,4.35
4894,2013-03-27,4.2
4895,2013-03-28,4.15
4896,2013-03-29,4.27
4897,2013-03-30,4.2
4898,2013-03-31,4.14
4899,2013-04-01,4.14
4900,2013-04-02,3.53
4901,2013-04-03,2.63
4902,2013-04-04,2.6
4903,2013-04-05,2.78
4904,2013-04-06,2.77
4905,2013-04-07,2.9
4906,2013-04-08,3.36
4907,2013-04-09,4.28
4908,2013-04-10,7.45
4909,2013-04-11,9.86
4910,2013-04-12,11.7
4911,2013-04-13,12.2
4912,2013-04-14,12.0
4913,2013-04-15,11.9
4914,2013-04-16,12.6
4915,2013-04-17,13.1
4916,2013-04-18,13.3
4917,2013-04-19,11.1
4918,2013-04-20,9.88
4919,2013-04-21,9.34
4920,2013-04-22,7.51
4921,2013-04-23,6.09
4922,2013-04-24,5.86
4923,2013-04-25,5.56
4924,2013-04-26,5.19
4925,2013-04-27,5.28
4926,2013-04-28,5.45
4927,2013-04-29,4.5
4928,2013-04-30,3.34
4929,2013-05-01,3.19
4930,2013-05-02,2.98
4931,2013-05-03,2.41
4932,2013-05-04,1.94
4933,2013-05-05,1.66
4934,2013-05-06,1.38
4935,2013-05-07,2.17
4936,2013-05-08,5.69
4937,2013-05-09,7.46
4938,2013-05-10,7.67
4939,2013-05-11,7.51
4940,2013-05-12,7.25
4941,2013-05-13,7.21
4942,2013-05-14,7.04
4943,2013-05-15,5.67
4944,2013-05-16,3.68
4945,2013-05-17,2.93
4946,2013-05-18,2.62
4947,2013-05-19,2.1
4948,2013-05-20,2.21
4949,2013-05-21,1.92
4950,2013-05-22,2.64
4951,2013-05-23,2.09
4952,2013-05-24,2.46
4953,2013-05-25,3.94
4954,2013-05-26,5.02
4955,2013-05-27,7.09
4956,2013-05-28,5.74
4957,2013-05-29,9.19
4958,2013-05-30,11.7
4959,2013-05-31,30.2
4960,2013-06-01,36.9
4961,2013-06-02,76.8
4962,2013-06-03,103.0
4963,2013-06-04,63.7
4964,2013-06-05,51.2
4965,2013-06-06,46.5
4966,2013-06-07,39.0
4967,2013-06-08,30.7
4968,2013-06-09,33.6
4969,2013-06-10,29.7
4970,2013-06-11,25.7
4971,2013-06-12,21.0
4972,2013-06-13,14.0
4973,2013-06-14,12.7
4974,2013-06-15,11.5
4975,2013-06-16,10.7
4976,2013-06-17,6.06
4977,2013-06-18,2.65
4978,2013-06-19,2.3
4979,2013-06-20,3.52
4980,2013-06-21,4.64
4981,2013-06-22,3.8
4982,2013-06-23,3.57
4983,2013-06-24,3.18
4984,2013-06-25,13.3
4985,2013-06-26,21.3
4986,2013-06-27,20.7
4987,2013-06-28,18.0
4988,2013-06-29,14.8
4989,2013-06-30,13.7
4990,2013-07-01,10.7
4991,2013-07-02,9.01
4992,2013-07-03,7.89
4993,2013-07-04,7.6
4994,2013-07-05,6.04
4995,2013-07-06,4.91
4996,2013-07-07,4.26
4997,2013-07-08,3.43
4998,2013-07-09,2.59
4999,2013-07-10,2.26
5000,2013-07-11,1.7
5001,2013-07-12,1.44
5002,2013-07-13,1.62
5003,2013-07-14,1.54
5004,2013-07-15,1.47
5005,2013-07-16,1.42
5006,2013-07-17,1.39
5007,2013-07-18,1.36
5008,2013-07-19,1.32
5009,2013-07-20,1.3
5010,2013-07-21,1.28
5011,2013-07-22,1.26
5012,2013-07-23,1.22
5013,2013-07-24,1.21
5014,2013-07-25,1.22
5015,2013-07-26,1.15
5016,2013-07-27,1.15
5017,2013-07-28,1.14
5018,2013-07-29,3.79
5019,2013-07-30,4.9
5020,2013-07-31,2.24
5021,2013-08-01,1.12
5022,2013-08-02,1.04
5023,2013-08-03,0.98
5024,2013-08-04,1.96
5025,2013-08-05,1.23
5026,2013-08-06,1.5
5027,2013-08-07,2.74
5028,2013-08-08,1.72
5029,2013-08-09,1.52
5030,2013-08-10,1.44
5031,2013-08-11,1.27
5032,2013-08-12,1.25
5033,2013-08-13,1.1
5034,2013-08-14,0.95
5035,2013-08-15,0.93
5036,2013-08-16,0.86
5037,2013-08-17,0.71
5038,2013-08-18,0.69
5039,2013-08-19,0.69
5040,2013-08-20,0.7
5041,2013-08-21,0.7
5042,2013-08-22,0.68
5043,2013-08-23,0.68
5044,2013-08-24,0.71
5045,2013-08-25,0.67
5046,2013-08-26,0.72
5047,2013-08-27,0.9
5048,2013-08-28,0.91
5049,2013-08-29,0.93
5050,2013-08-30,0.89
5051,2013-08-31,0.86
5052,2013-09-01,0.85
5053,2013-09-02,0.89
5054,2013-09-03,0.93
5055,2013-09-04,1.0
5056,2013-09-05,0.92
5057,2013-09-06,0.88
5058,2013-09-07,0.87
5059,2013-09-08,0.85
5060,2013-09-09,1.53
5061,2013-09-10,0.92
5062,2013-09-11,0.69
5063,2013-09-12,0.61
5064,2013-09-13,0.63
5065,2013-09-14,0.59
5066,2013-09-15,0.58
5067,2013-09-16,0.59
5068,2013-09-17,0.66
5069,2013-09-18,0.59
5070,2013-09-19,0.59
5071,2013-09-20,0.59
5072,2013-09-21,0.59
5073,2013-09-22,0.57
5074,2013-09-23,0.57
5075,2013-09-24,0.57
5076,2013-09-25,0.57
5077,2013-09-26,0.74
5078,2013-09-27,0.65
5079,2013-09-28,0.59
5080,2013-09-29,0.57
5081,2013-09-30,0.58
5082,2013-10-01,0.56
5083,2013-10-02,0.55
5084,2013-10-03,0.54
5085,2013-10-04,0.54
5086,2013-10-05,0.54
5087,2013-10-06,0.55
5088,2013-10-07,0.56
5089,2013-10-08,0.64
5090,2013-10-09,0.84
5091,2013-10-10,1.63
5092,2013-10-11,4.11
5093,2013-10-12,3.32
5094,2013-10-13,2.5
5095,2013-10-14,1.83
5096,2013-10-15,1.16
5097,2013-10-16,0.97
5098,2013-10-17,1.02
5099,2013-10-18,1.08
5100,2013-10-19,1.05
5101,2013-10-20,1.03
5102,2013-10-21,1.04
5103,2013-10-22,0.94
5104,2013-10-23,0.71
5105,2013-10-24,0.7
5106,2013-10-25,0.69
5107,2013-10-26,0.69
5108,2013-10-27,0.69
5109,2013-10-28,0.79
5110,2013-10-29,0.92
5111,2013-10-30,0.92
5112,2013-10-31,0.93
5113,2013-11-01,0.92
5114,2013-11-02,0.95
5115,2013-11-03,0.99
5116,2013-11-04,0.95
5117,2013-11-05,0.96
5118,2013-11-06,1.02
5119,2013-11-07,1.01
5120,2013-11-08,0.99
5121,2013-11-09,1.0
5122,2013-11-10,0.96
5123,2013-11-11,1.05
5124,2013-11-12,0.98
5125,2013-11-13,0.98
5126,2013-11-14,0.95
5127,2013-11-15,0.88
5128,2013-11-16,0.68
5129,2013-11-17,0.66
5130,2013-11-18,0.67
5131,2013-11-19,0.76
5132,2013-11-20,1.06
5133,2013-11-21,0.99
5134,2013-11-22,1.0
5135,2013-11-23,0.98
5136,2013-11-24,1.0
5137,2013-11-25,0.99
5138,2013-11-26,0.98
5139,2013-11-27,0.96
5140,2013-11-28,0.97
5141,2013-11-29,0.97
5142,2013-11-30,1.06
5143,2013-12-01,1.07
5144,2013-12-02,1.05
5145,2013-12-03,1.04
5146,2013-12-04,1.13
5147,2013-12-05,1.24
5148,2013-12-06,1.45
5149,2013-12-07,1.28
5150,2013-12-08,1.38
5151,2013-12-09,3.71
5152,2013-12-10,7.02
5153,2013-12-11,6.86
5154,2013-12-12,6.4
5155,2013-12-13,6.16
5156,2013-12-14,5.82
5157,2013-12-15,5.59
5158,2013-12-16,5.39
