index,date,discharge_m3_s
5159,2013-12-17,5.22
5160,2013-12-18,5.13
5161,2013-12-19,4.95
5162,2013-12-20,4.84
5163,2013-12-21,4.67
5164,2013-12-22,4.63
5165,2013-12-23,3.33
5166,2013-12-24,1.88
5167,2013-12-25,1.82
5168,2013-12-26,1.73
5169,2013-12-27,1.48
5170,2013-12-28,1.18
5171,2013-12-29,1.17
5172,2013-12-30,1.14
5173,2013-12-31,1.12
5174,2014-01-01,1.1
5175,2014-01-02,1.1
5176,2014-01-03,1.1
5177,2014-01-04,1.09
5178,2014-01-05,1.12
5179,2014-01-06,1.11
5180,2014-01-07,1.12
5181,2014-01-08,1.09
5182,2014-01-09,1.05
5183,2014-01-10,1.07
5184,2014-01-11,1.06
5185,2014-01-12,1.05
5186,2014-01-13,1.03
5187,2014-01-14,1.11
5188,2014-01-15,1.24
5189,2014-01-16,1.23
5190,2014-01-17,1.23
5191,2014-01-18,1.2
5192,2014-01-19,1.18
5193,2014-01-20,1.18
5194,2014-01-21,1.18
5195,2014-01-22,1.18
5196,2014-01-23,1.15
5197,2014-01-24,1.15
5198,2014-01-25,1.11
5199,2014-01-26,1.15
5200,2014-01-27,1.14
5201,2014-01-28,1.14
5202,2014-01-29,1.11
5203,2014-01-30,1.09
5204,2014-01-31,1.1
5205,2014-02-01,1.1
5206,2014-02-02,1.15
5207,2014-02-03,1.14
5208,2014-02-04,1.11
5209,2014-02-05,1.1
5210,2014-02-06,1.1
5211,2014-02-07,1.11
5212,2014-02-08,1.1
5213,2014-02-09,1.1
5214,2014-02-10,1.09
5215,2014-02-11,1.11
5216,2014-02-12,1.06
5217,2014-02-13,1.08
5218,2014-02-14,1.07
5219,2014-02-15,1.04
5220,2014-02-16,1.06
5221,2014-02-17,1.08
5222,2014-02-18,1.03
5223,2014-02-19,1.03
5224,2014-02-20,1.03
5225,2014-02-21,1.06
5226,2014-02-22,1.04
5227,2014-02-23,1.02
5228,2014-02-24,1.01
5229,2014-02-25,1.01
5230,2014-02-26,0.98
5231,2014-02-27,0.96
5232,2014-02-28,0.95
5233,2014-03-01,0.95
5234,2014-03-02,0.95
5235,2014-03-03,0.95
5236,2014-03-04,0.93
5237,2014-03-05,0.92
5238,2014-03-06,1.08
5239,2014-03-07,1.08
5240,2014-03-08,1.21
5241,2014-03-09,1.2
5242,2014-03-10,1.22
5243,2014-03-11,1.19
5244,2014-03-12,1.18
5245,2014-03-13,1.19
5246,2014-03-14,1.22
5247,2014-03-15,1.34
5248,2014-03-16,1.33
5249,2014-03-17,1.25
5250,2014-03-18,1.13
5251,2014-03-19,1.09
5252,2014-03-20,1.21
5253,2014-03-21,1.26
5254,2014-03-22,1.28
5255,2014-03-23,1.3
5256,2014-03-24,1.57
5257,2014-03-25,1.55
5258,2014-03-26,1.44
5259,2014-03-27,1.17
5260,2014-03-28,0.91
5261,2014-03-29,0.72
5262,2014-03-30,0.7
5263,2014-03-31,0.7
5264,2014-04-01,0.66
5265,2014-04-02,0.66
5266,2014-04-03,0.63
5267,2014-04-04,0.62
5268,2014-04-05,0.63
5269,2014-04-06,0.61
5270,2014-04-07,0.6
5271,2014-04-08,0.6
5272,2014-04-09,0.58
5273,2014-04-10,0.7
5274,2014-04-11,0.6
5275,2014-04-12,0.64
5276,2014-04-13,0.6
5277,2014-04-14,0.64
5278,2014-04-15,0.74
5279,2014-04-16,0.67
5280,2014-04-17,0.61
5281,2014-04-18,0.72
5282,2014-04-19,0.67
5283,2014-04-20,0.63
5284,2014-04-21,0.61
5285,2014-04-22,0.64
5286,2014-04-23,0.6
5287,2014-04-24,1.19
5288,2014-04-25,0.69
5289,2014-04-26,0.7
5290,2014-04-27,0.71
5291,2014-04-28,0.63
5292,2014-04-29,0.67
5293,2014-04-30,0.6
5294,2014-05-01,1.39
5295,2014-05-02,1.0
5296,2014-05-03,0.82
5297,2014-05-04,0.75
5298,2014-05-05,0.71
5299,2014-05-06,0.68
5300,2014-05-07,0.67
5301,2014-05-08,0.69
5302,2014-05-09,0.74
5303,2014-05-10,0.75
5304,2014-05-11,0.68
5305,2014-05-12,0.65
5306,2014-05-13,0.65
5307,2014-05-14,0.65
5308,2014-05-15,0.63
5309,2014-05-16,0.6
5310,2014-05-17,0.6
5311,2014-05-18,1.67
5312,2014-05-19,0.95
5313,2014-05-20,0.79
5314,2014-05-21,0.59
5315,2014-05-22,0.48
5316,2014-05-23,0.91
5317,2014-05-24,3.82
5318,2014-05-25,1.54
5319,2014-05-26,1.12
5320,2014-05-27,7.89
5321,2014-05-28,12.7
5322,2014-05-29,8.63
5323,2014-05-30,7.2
5324,2014-05-31,6.51
5325,2014-06-01,5.56
5326,2014-06-02,4.63
5327,2014-06-03,3.23
5328,2014-06-04,2.34
5329,2014-06-05,2.04
5330,2014-06-06,1.53
5331,2014-06-07,1.21
5332,2014-06-08,1.12
5333,2014-06-09,1.07
5334,2014-06-10,0.94
5335,2014-06-11,0.83
5336,2014-06-12,0.8
5337,2014-06-13,0.77
5338,2014-06-14,0.8
5339,2014-06-15,0.75
5340,2014-06-16,0.73
5341,2014-06-17,0.71
5342,2014-06-18,0.69
5343,2014-06-19,0.67
5344,2014-06-20,0.68
5345,2014-06-21,0.68
5346,2014-06-22,0.67
5347,2014-06-23,0.59
5348,2014-06-24,0.46
5349,2014-06-25,0.68
5350,2014-06-26,0.62
5351,2014-06-27,0.68
5352,2014-06-28,0.65
5353,2014-06-29,0.73
5354,2014-06-30,0.7
5355,2014-07-01,0.66
5356,2014-07-02,0.62
5357,2014-07-03,0.59
5358,2014-07-04,0.58
5359,2014-07-05,0.66
5360,2014-07-06,0.6
5361,2014-07-07,0.58
5362,2014-07-08,1.19
5363,2014-07-09,1.01
5364,2014-07-10,0.98
5365,2014-07-11,0.88
5366,2014-07-12,0.86
5367,2014-07-13,0.76
5368,2014-07-14,0.71
5369,2014-07-15,0.68
5370,2014-07-16,0.64
5371,2014-07-17,0.55
5372,2014-07-18,0.49
5373,2014-07-19,0.38
5374,2014-07-20,0.37
5375,2014-07-21,0.4
5376,2014-07-22,0.37
5377,2014-07-23,0.35
5378,2014-07-24,0.41
5379,2014-07-25,0.72
5380,2014-07-26,0.48
5381,2014-07-27,0.82
5382,2014-07-28,1.08
5383,2014-07-29,1.09
5384,2014-07-30,0.99
5385,2014-07-31,0.89
5386,2014-08-01,0.75
5387,2014-08-02,0.6
5388,2014-08-03,0.92
5389,2014-08-04,0.8
5390,2014-08-05,0.87
5391,2014-08-06,0.68
5392,2014-08-07,0.73
5393,2014-08-08,0.61
5394,2014-08-09,0.59
5395,2014-08-10,0.56
5396,2014-08-11,0.52
5397,2014-08-12,0.4
5398,2014-08-13,0.39
5399,2014-08-14,0.44
5400,2014-08-15,0.5
5401,2014-08-16,0.44
5402,2014-08-17,0.41
5403,2014-08-18,0.38
5404,2014-08-19,0.38
5405,2014-08-20,0.45
5406,2014-08-21,0.58
5407,2014-08-22,0.58
5408,2014-08-23,0.64
5409,2014-08-24,0.6
5410,2014-08-25,0.69
5411,2014-08-26,0.76
5412,2014-08-27,0.63
5413,2014-08-28,0.57
5414,2014-08-29,0.4
5415,2014-08-30,0.35
5416,2014-08-31,0.42
5417,2014-09-01,0.39
5418,2014-09-02,0.4
5419,2014-09-03,0.4
5420,2014-09-04,0.37
5421,2014-09-05,0.37
5422,2014-09-06,0.36
5423,2014-09-07,1.64
5424,2014-09-08,1.02
5425,2014-09-09,0.88
5426,2014-09-10,0.65
5427,2014-09-11,0.68
5428,2014-09-12,3.91
5429,2014-09-13,2.32
5430,2014-09-14,4.44
5431,2014-09-15,3.85
5432,2014-09-16,2.62
5433,2014-09-17,2.3
5434,2014-09-18,2.06
5435,2014-09-19,3.62
5436,2014-09-20,3.35
5437,2014-09-21,2.56
5438,2014-09-22,3.95
5439,2014-09-23,5.33
5440,2014-09-24,4.2
5441,2014-09-25,4.88
5442,2014-09-26,5.51
5443,2014-09-27,5.36
5444,2014-09-28,5.06
5445,2014-09-29,2.98
5446,2014-09-30,1.21
5447,2014-10-01,1.71
5448,2014-10-02,2.32
5449,2014-10-03,2.1
5450,2014-10-04,1.88
5451,2014-10-05,1.76
5452,2014-10-06,1.71
5453,2014-10-07,1.23
5454,2014-10-08,1.11
5455,2014-10-09,1.11
5456,2014-10-10,1.08
5457,2014-10-11,1.06
5458,2014-10-12,1.08
5459,2014-10-13,1.07
5460,2014-10-14,1.31
5461,2014-10-15,1.27
5462,2014-10-16,1.42
5463,2014-10-17,1.39
5464,2014-10-18,1.3
5465,2014-10-19,1.24
5466,2014-10-20,1.17
5467,2014-10-21,1.04
5468,2014-10-22,2.58
5469,2014-10-23,5.04
5470,2014-10-24,5.68
5471,2014-10-25,5.39
5472,2014-10-26,5.17
5473,2014-10-27,4.29
5474,2014-10-28,3.64
5475,2014-10-29,3.07
5476,2014-10-30,2.25
5477,2014-10-31,1.84
5478,2014-11-01,1.74
5479,2014-11-02,1.63
5480,2014-11-03,1.59
5481,2014-11-04,1.48
5482,2014-11-05,1.45
5483,2014-11-06,1.29
5484,2014-11-07,1.09
5485,2014-11-08,1.05
5486,2014-11-09,1.04
5487,2014-11-10,1.02
5488,2014-11-11,0.99
5489,2014-11-12,0.95
5490,2014-11-13,0.93
5491,2014-11-14,0.93
5492,2014-11-15,0.95
5493,2014-11-16,0.95
5494,2014-11-17,0.92
5495,2014-11-18,0.97
5496,2014-11-19,1.04
5497,2014-11-20,1.03
5498,2014-11-21,1.02
5499,2014-11-22,0.92
5500,2014-11-23,0.91
5501,2014-11-24,0.9
5502,2014-11-25,0.89
5503,2014-11-26,0.88
5504,2014-11-27,0.89
5505,2014-11-28,0.88
5506,2014-11-29,0.88
5507,2014-11-30,0.88
5508,2014-12-01,0.88
5509,2014-12-02,0.89
5510,2014-12-03,0.89
5511,2014-12-04,0.86
5512,2014-12-05,0.79
5513,2014-12-06,0.62
5514,2014-12-07,0.61
5515,2014-12-08,0.67
5516,2014-12-09,0.87
5517,2014-12-10,0.88
5518,2014-12-11,0.84
5519,2014-12-12,0.89
5520,2014-12-13,0.9
5521,2014-12-14,1.0
5522,2014-12-15,0.96
5523,2014-12-16,0.94
5524,2014-12-17,0.89
5525,2014-12-18,0.93
5526,2014-12-19,0.98
5527,2014-12-20,1.02
5528,2014-12-21,1.07
5529,2014-12-22,0.99
5530,2014-12-23,1.02
5531,2014-12-24,1.02
5532,2014-12-25,1.16
5533,2014-12-26,1.16
5534,2014-12-27,1.11
5535,2014-12-28,1.12
5536,2014-12-29,1.1
5537,2014-12-30,1.15
5538,2014-12-31,1.28
5539,2015-01-01,1.58
5540,2015-01-02,2.93
5541,2015-01-03,3.62
5542,2015-01-04,3.43
5543,2015-01-05,4.01
5544,2015-01-06,4.9
5545,2015-01-07,5.18
5546,2015-01-08,5.27
5547,2015-01-09,7.86
5548,2015-01-10,12.0
5549,2015-01-11,11.5
5550,2015-01-12,12.0
5551,2015-01-13,14.5
5552,2015-01-14,14.0
5553,2015-01-15,13.3
5554,2015-01-16,9.66
5555,2015-01-17,6.81
5556,2015-01-18,6.52
5557,2015-01-19,5.57
5558,2015-01-20,4.37
5559,2015-01-21,3.94
5560,2015-01-22,3.76
5561,2015-01-23,3.77
5562,2015-01-24,3.69
5563,2015-01-25,3.65
5564,2015-01-26,3.56
5565,2015-01-27,4.29
5566,2015-01-28,4.24
5567,2015-01-29,4.46
5568,2015-01-30,4.24
5569,2015-01-31,4.02
5570,2015-02-01,3.79
5571,2015-02-02,3.3
5572,2015-02-03,2.07
5573,2015-02-04,1.91
5574,2015-02-05,1.65
5575,2015-02-06,1.46
5576,2015-02-07,1.33
5577,2015-02-08,1.34
5578,2015-02-09,1.6
5579,2015-02-10,3.2
5580,2015-02-11,3.99
5581,2015-02-12,3.7
5582,2015-02-13,3.47
5583,2015-02-14,3.3
5584,2015-02-15,3.08
5585,2015-02-16,2.89
5586,2015-02-17,2.69
5587,2015-02-18,2.54
5588,2015-02-19,2.47
5589,2015-02-20,2.35
5590,2015-02-21,2.34
5591,2015-02-22,2.19
5592,2015-02-23,2.19
5593,2015-02-24,2.04
5594,2015-02-25,1.88
5595,2015-02-26,1.72
5596,2015-02-27,1.58
5597,2015-02-28,1.54
5598,2015-03-01,1.47
5599,2015-03-02,1.34
5600,2015-03-03,0.97
5601,2015-03-04,0.96
5602,2015-03-05,1.11
5603,2015-03-06,1.4
5604,2015-03-07,1.42
5605,2015-03-08,1.41
5606,2015-03-09,1.58
5607,2015-03-10,1.45
5608,2015-03-11,1.27
5609,2015-03-12,1.29
5610,2015-03-13,1.92
5611,2015-03-14,2.71
5612,2015-03-15,2.59
5613,2015-03-16,2.44
5614,2015-03-17,3.58
5615,2015-03-18,4.16
5616,2015-03-19,4.15
5617,2015-03-20,3.48
5618,2015-03-21,2.82
5619,2015-03-22,2.81
5620,2015-03-23,2.26
5621,2015-03-24,1.82
5622,2015-03-25,1.49
5623,2015-03-26,1.63
5624,2015-03-27,1.79
5625,2015-03-28,1.76
5626,2015-03-29,2.14
5627,2015-03-30,5.76
5628,2015-03-31,8.74
5629,2015-04-01,8.59
5630,2015-04-02,9.35
5631,2015-04-03,9.45
5632,2015-04-04,9.71
5633,2015-04-05,9.48
5634,2015-04-06,9.37
5635,2015-04-07,8.22
5636,2015-04-08,6.88
5637,2015-04-09,6.88
5638,2015-04-10,6.47
5639,2015-04-11,6.43
5640,2015-04-12,6.35
5641,2015-04-13,6.25
5642,2015-04-14,6.03
5643,2015-04-15,5.05
5644,2015-04-16,4.2
5645,2015-04-17,3.73
5646,2015-04-18,3.03
5647,2015-04-19,2.55
5648,2015-04-20,2.14
5649,2015-04-21,1.42
5650,2015-04-22,1.67
5651,2015-04-23,1.67
5652,2015-04-24,1.43
5653,2015-04-25,1.43
5654,2015-04-26,1.48
5655,2015-04-27,4.86
5656,2015-04-28,8.75
5657,2015-04-29,9.08
5658,2015-04-30,8.41
5659,2015-05-01,7.72
5660,2015-05-02,5.3
5661,2015-05-03,4.91
5662,2015-05-04,4.44
5663,2015-05-05,3.83
5664,2015-05-06,3.7
5665,2015-05-07,3.35
5666,2015-05-08,2.93
5667,2015-05-09,2.24
5668,2015-05-10,2.18
5669,2015-05-11,1.65
5670,2015-05-12,1.54
5671,2015-05-13,1.55
5672,2015-05-14,1.42
5673,2015-05-15,1.39
5674,2015-05-16,1.38
5675,2015-05-17,1.36
5676,2015-05-18,1.33
5677,2015-05-19,1.3
5678,2015-05-20,1.28
5679,2015-05-21,1.24
5680,2015-05-22,1.15
5681,2015-05-23,0.99
5682,2015-05-24,0.98
5683,2015-05-25,0.97
5684,2015-05-26,1.07
5685,2015-05-27,0.96
5686,2015-05-28,0.93
5687,2015-05-29,0.92
5688,2015-05-30,0.92
5689,2015-05-31,0.88
5690,2015-06-01,0.98
5691,2015-06-02,0.9
5692,2015-06-03,0.86
5693,2015-06-04,0.84
5694,2015-06-05,0.93
5695,2015-06-06,1.1
5696,2015-06-07,1.13
5697,2015-06-08,1.11
5698,2015-06-09,1.61
5699,2015-06-10,1.0
5700,2015-06-11,0.92
5701,2015-06-12,1.04
5702,2015-06-13,1.17
5703,2015-06-14,1.17
5704,2015-06-15,1.08
5705,2015-06-16,1.09
5706,2015-06-17,1.08
5707,2015-06-18,1.03
5708,2015-06-19,0.85
5709,2015-06-20,0.89
5710,2015-06-21,0.88
5711,2015-06-22,1.15
5712,2015-06-23,1.22
5713,2015-06-24,0.93
5714,2015-06-25,0.86
5715,2015-06-26,0.84
5716,2015-06-27,0.84
5717,2015-06-28,0.83
5718,2015-06-29,0.8
5719,2015-06-30,0.81
5720,2015-07-01,0.78
5721,2015-07-02,0.77
5722,2015-07-03,0.77
5723,2015-07-04,0.77
5724,2015-07-05,0.76
5725,2015-07-06,0.79
5726,2015-07-07,0.77
5727,2015-07-08,0.87
5728,2015-07-09,0.83
5729,2015-07-10,0.76
5730,2015-07-11,0.77
5731,2015-07-12,0.73
5732,2015-07-13,0.77
5733,2015-07-14,0.8
5734,2015-07-15,1.07
5735,2015-07-16,0.79
5736,2015-07-17,0.76
5737,2015-07-18,0.73
5738,2015-07-19,0.77
5739,2015-07-20,0.96
5740,2015-07-21,0.77
5741,2015-07-22,1.2
5742,2015-07-23,1.27
5743,2015-07-24,0.8
5744,2015-07-25,0.88
5745,2015-07-26,0.78
5746,2015-07-27,0.77
5747,2015-07-28,0.82
5748,2015-07-29,0.75
5749,2015-07-30,0.73
5750,2015-07-31,0.72
5751,2015-08-01,0.72
5752,2015-08-02,0.7
5753,2015-08-03,0.7
5754,2015-08-04,0.7
5755,2015-08-05,0.68
5756,2015-08-06,0.7
5757,2015-08-07,0.69
5758,2015-08-08,0.69
5759,2015-08-09,0.69
5760,2015-08-10,0.69
5761,2015-08-11,0.69
5762,2015-08-12,0.69
5763,2015-08-13,0.68
5764,2015-08-14,0.68
5765,2015-08-15,1.01
5766,2015-08-16,0.85
5767,2015-08-17,4.12
5768,2015-08-18,5.63
5769,2015-08-19,3.24
5770,2015-08-20,1.15
5771,2015-08-21,0.89
5772,2015-08-22,0.69
5773,2015-08-23,0.65
5774,2015-08-24,0.66
5775,2015-08-25,0.71
5776,2015-08-26,0.56
5777,2015-08-27,0.53
5778,2015-08-28,0.52
5779,2015-08-29,0.52
5780,2015-08-30,0.5
5781,2015-08-31,0.49
5782,2015-09-01,0.65
5783,2015-09-02,0.84
5784,2015-09-03,0.95
5785,2015-09-04,0.95
5786,2015-09-05,1.03
5787,2015-09-06,1.06
5788,2015-09-07,0.96
5789,2015-09-08,0.82
5790,2015-09-09,0.8
5791,2015-09-10,0.79
5792,2015-09-11,0.67
5793,2015-09-12,0.8
5794,2015-09-13,0.8
5795,2015-09-14,0.83
5796,2015-09-15,0.78
5797,2015-09-16,0.67
5798,2015-09-17,0.53
5799,2015-09-18,0.54
5800,2015-09-19,0.48
5801,2015-09-20,0.5
5802,2015-09-21,0.47
5803,2015-09-22,0.47
5804,2015-09-23,0.52
5805,2015-09-24,0.52
5806,2015-09-25,0.48
5807,2015-09-26,0.47
5808,2015-09-27,0.46
5809,2015-09-28,0.46
5810,2015-09-29,0.47
5811,2015-09-30,0.44
5812,2015-10-01,0.43
5813,2015-10-02,0.44
5814,2015-10-03,0.43
5815,2015-10-04,0.43
5816,2015-10-05,0.49
5817,2015-10-06,0.48
5818,2015-10-07,0.65
5819,2015-10-08,0.92
5820,2015-10-09,0.62
5821,2015-10-10,0.52
5822,2015-10-11,0.49
5823,2015-10-12,0.48
5824,2015-10-13,0.49
5825,2015-10-14,0.58
5826,2015-10-15,0.66
5827,2015-10-16,0.62
5828,2015-10-17,0.68
5829,2015-10-18,0.62
5830,2015-10-19,0.59
5831,2015-10-20,0.56
5832,2015-10-21,0.61
5833,2015-10-22,0.56
5834,2015-10-23,0.55
5835,2015-10-24,0.53
5836,2015-10-25,0.52
5837,2015-10-26,0.51
5838,2015-10-27,0.5
5839,2015-10-28,0.48
5840,2015-10-29,0.5
5841,2015-10-30,0.49
5842,2015-10-31,0.49
5843,2015-11-01,0.48
5844,2015-11-02,0.48
5845,2015-11-03,0.48
5846,2015-11-04,0.48
5847,2015-11-05,0.48
5848,2015-11-06,0.48
5849,2015-11-07,0.56
5850,2015-11-08,0.52
5851,2015-11-09,0.52
5852,2015-11-10,0.49
5853,2015-11-11,0.5
5854,2015-11-12,0.48
5855,2015-11-13,0.48
5856,2015-11-14,0.5
5857,2015-11-15,0.72
5858,2015-11-16,0.92
5859,2015-11-17,1.07
5860,2015-11-18,1.06
5861,2015-11-19,1.31
5862,2015-11-20,4.49
5863,2015-11-21,4.92
5864,2015-11-22,4.35
5865,2015-11-23,2.71
5866,2015-11-24,2.47
5867,2015-11-25,1.93
5868,2015-11-26,1.52
5869,2015-11-27,1.26
5870,2015-11-28,1.26
5871,2015-11-29,1.35
5872,2015-11-30,4.69
5873,2015-12-01,7.67
5874,2015-12-02,6.85
5875,2015-12-03,6.78
5876,2015-12-04,6.19
5877,2015-12-05,5.15
5878,2015-12-06,4.84
5879,2015-12-07,4.08
5880,2015-12-08,3.55
5881,2015-12-09,2.6
5882,2015-12-10,1.5
5883,2015-12-11,1.61
5884,2015-12-12,1.72
5885,2015-12-13,1.69
5886,2015-12-14,1.42
5887,2015-12-15,1.23
5888,2015-12-16,1.2
5889,2015-12-17,1.15
5890,2015-12-18,1.19
5891,2015-12-19,1.17
5892,2015-12-20,1.13
5893,2015-12-21,1.19
5894,2015-12-22,1.22
5895,2015-12-23,1.2
5896,2015-12-24,1.18
5897,2015-12-25,1.19
5898,2015-12-26,1.18
5899,2015-12-27,1.16
5900,2015-12-28,1.13
5901,2015-12-29,1.13
5902,2015-12-30,1.06
5903,2015-12-31,0.98
5904,2016-01-01,0.99
5905,2016-01-02,0.96
5906,2016-01-03,0.95
5907,2016-01-04,0.96
5908,2016-01-05,1.0
5909,2016-01-06,0.97
5910,2016-01-07,0.86
5911,2016-01-08,0.86
5912,2016-01-09,0.95
5913,2016-01-10,0.93
5914,2016-01-11,1.25
5915,2016-01-12,1.36
5916,2016-01-13,1.63
5917,2016-01-14,1.85
5918,2016-01-15,1.61
5919,2016-01-16,1.43
5920,2016-01-17,1.4
5921,2016-01-18,1.36
5922,2016-01-19,1.31
5923,2016-01-20,2.06
5924,2016-01-21,1.32
5925,2016-01-22,1.23
5926,2016-01-23,3.47
5927,2016-01-24,2.34
5928,2016-01-25,5.61
5929,2016-01-26,7.39
5930,2016-01-27,7.61
5931,2016-01-28,7.79
5932,2016-01-29,7.72
5933,2016-01-30,7.44
5934,2016-01-31,8.06
5935,2016-02-01,8.45
5936,2016-02-02,8.7
5937,2016-02-03,8.73
5938,2016-02-04,7.94
5939,2016-02-05,6.95
5940,2016-02-06,6.43
5941,2016-02-07,6.21
5942,2016-02-08,5.97
5943,2016-02-09,5.86
5944,2016-02-10,5.65
5945,2016-02-11,4.85
5946,2016-02-12,3.66
5947,2016-02-13,3.13
5948,2016-02-14,3.03
5949,2016-02-15,2.84
5950,2016-02-16,2.74
5951,2016-02-17,2.55
5952,2016-02-18,2.29
5953,2016-02-19,1.88
5954,2016-02-20,2.02
5955,2016-02-21,4.51
5956,2016-02-22,6.22
5957,2016-02-23,8.65
5958,2016-02-24,8.97
5959,2016-02-25,8.55
5960,2016-02-26,8.12
5961,2016-02-27,7.92
5962,2016-02-28,7.54
5963,2016-02-29,7.19
5964,2016-03-01,7.64
5965,2016-03-02,7.92
5966,2016-03-03,8.83
5967,2016-03-04,8.36
5968,2016-03-05,8.08
5969,2016-03-06,8.44
5970,2016-03-07,7.55
5971,2016-03-08,6.73
5972,2016-03-09,6.02
5973,2016-03-10,5.2
5974,2016-03-11,4.82
5975,2016-03-12,4.91
5976,2016-03-13,4.69
5977,2016-03-14,4.18
5978,2016-03-15,3.58
5979,2016-03-16,2.86
5980,2016-03-17,2.55
5981,2016-03-18,2.16
5982,2016-03-19,1.87
5983,2016-03-20,1.71
5984,2016-03-21,1.67
5985,2016-03-22,2.01
5986,2016-03-23,2.01
5987,2016-03-24,2.1
5988,2016-03-25,2.14
5989,2016-03-26,2.15
5990,2016-03-27,2.02
5991,2016-03-28,1.93
5992,2016-03-29,1.97
5993,2016-03-30,1.92
5994,2016-03-31,2.26
5995,2016-04-01,4.98
5996,2016-04-02,4.78
5997,2016-04-03,4.4
5998,2016-04-04,3.63
5999,2016-04-05,3.02
6000,2016-04-06,2.94
6001,2016-04-07,3.04
6002,2016-04-08,2.94
6003,2016-04-09,2.62
6004,2016-04-10,2.68
6005,2016-04-11,2.5
6006,2016-04-12,2.49
6007,2016-04-13,2.51
6008,2016-04-14,3.3
6009,2016-04-15,2.5
6010,2016-04-16,2.19
6011,2016-04-17,3.64
6012,2016-04-18,2.42
6013,2016-04-19,1.64
6014,2016-04-20,1.56
6015,2016-04-21,1.53
6016,2016-04-22,1.49
6017,2016-04-23,1.73
6018,2016-04-24,1.49
6019,2016-04-25,1.41
6020,2016-04-26,1.47
6021,2016-04-27,1.43
6022,2016-04-28,1.43
6023,2016-04-29,1.37
6024,2016-04-30,1.3
6025,2016-05-01,1.28
6026,2016-05-02,1.26
6027,2016-05-03,1.25
6028,2016-05-04,1.26
6029,2016-05-05,1.16
6030,2016-05-06,1.11
6031,2016-05-07,1.09
6032,2016-05-08,1.05
6033,2016-05-09,0.94
6034,2016-05-10,0.7
6035,2016-05-11,0.7
6036,2016-05-12,0.69
6037,2016-05-13,0.72
6038,2016-05-14,0.71
6039,2016-05-15,0.7
6040,2016-05-16,0.78
6041,2016-05-17,0.81
6042,2016-05-18,0.97
6043,2016-05-19,0.95
6044,2016-05-20,0.94
6045,2016-05-21,0.92
6046,2016-05-22,0.9
6047,2016-05-23,1.78
6048,2016-05-24,1.46
6049,2016-05-25,1.04
6050,2016-05-26,0.99
6051,2016-05-27,1.69
6052,2016-05-28,1.42
6053,2016-05-29,1.16
6054,2016-05-30,1.07
6055,2016-05-31,1.05
6056,2016-06-01,1.47
6057,2016-06-02,1.97
6058,2016-06-03,2.08
6059,2016-06-04,1.89
6060,2016-06-05,4.0
6061,2016-06-06,2.7
6062,2016-06-07,1.4
6063,2016-06-08,1.3
6064,2016-06-09,1.23
6065,2016-06-10,1.2
6066,2016-06-11,1.16
6067,2016-06-12,1.17
6068,2016-06-13,1.45
6069,2016-06-14,1.56
6070,2016-06-15,2.23
6071,2016-06-16,2.99
6072,2016-06-17,5.03
6073,2016-06-18,3.7
6074,2016-06-19,4.13
6075,2016-06-20,2.67
6076,2016-06-21,2.16
6077,2016-06-22,1.5
6078,2016-06-23,0.97
6079,2016-06-24,1.04
6080,2016-06-25,1.39
6081,2016-06-26,1.63
6082,2016-06-27,1.19
6083,2016-06-28,1.15
6084,2016-06-29,1.18
6085,2016-06-30,1.08
6086,2016-07-01,0.91
6087,2016-07-02,0.75
6088,2016-07-03,0.73
6089,2016-07-04,0.79
6090,2016-07-05,0.95
6091,2016-07-06,0.97
6092,2016-07-07,0.83
6093,2016-07-08,0.6
6094,2016-07-09,0.72
6095,2016-07-10,0.59
6096,2016-07-11,0.58
6097,2016-07-12,0.66
6098,2016-07-13,1.01
6099,2016-07-14,2.22
6100,2016-07-15,1.21
6101,2016-07-16,1.01
6102,2016-07-17,0.94
6103,2016-07-18,0.79
6104,2016-07-19,0.6
6105,2016-07-20,0.58
6106,2016-07-21,0.57
6107,2016-07-22,0.57
6108,2016-07-23,0.55
6109,2016-07-24,1.47
6110,2016-07-25,0.79
6111,2016-07-26,0.89
6112,2016-07-27,0.84
6113,2016-07-28,0.83
6114,2016-07-29,0.73
6115,2016-07-30,0.58
6116,2016-07-31,0.64
6117,2016-08-01,0.68
6118,2016-08-02,0.56
6119,2016-08-03,0.55
6120,2016-08-04,0.56
6121,2016-08-05,1.5
6122,2016-08-06,0.98
6123,2016-08-07,0.9
6124,2016-08-08,0.88
6125,2016-08-09,0.88
6126,2016-08-10,0.81
6127,2016-08-11,0.59
6128,2016-08-12,0.55
6129,2016-08-13,0.55
6130,2016-08-14,0.52
6131,2016-08-15,0.52
6132,2016-08-16,0.52
6133,2016-08-17,0.51
6134,2016-08-18,0.59
6135,2016-08-19,0.76
6136,2016-08-20,0.52
6137,2016-08-21,0.53
6138,2016-08-22,0.51
6139,2016-08-23,0.5
6140,2016-08-24,0.49
6141,2016-08-25,0.5
6142,2016-08-26,0.49
6143,2016-08-27,0.55
6144,2016-08-28,0.54
6145,2016-08-29,0.54
6146,2016-08-30,0.55
6147,2016-08-31,0.53
6148,2016-09-01,0.62
6149,2016-09-02,0.75
6150,2016-09-03,0.75
6151,2016-09-04,1.25
6152,2016-09-05,1.08
6153,2016-09-06,0.99
6154,2016-09-07,0.75
6155,2016-09-08,0.58
6156,2016-09-09,0.55
6157,2016-09-10,0.58
